#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2016 10 24 09 54 257  3.0  3.2 99.00 99.00 99.00 999 1016.0  18.4 999.0 999.0 99.0 99.00
2016 10 24 10 00 263  2.4  2.8 99.00 99.00 99.00 999 1015.9  18.4 999.0 999.0 99.0 99.00
2016 10 24 10 06 272  1.8  2.1 99.00 99.00 99.00 999 1015.8  18.2 999.0 999.0 99.0 99.00
2016 10 24 10 12 268  1.1  1.2 99.00 99.00 99.00 999 1015.8  18.3 999.0 999.0 99.0 99.00
2016 10 24 10 18 303  0.8  0.9 99.00 99.00 99.00 999 1015.7  18.3 999.0 999.0 99.0 99.00
2016 10 24 10 24 258  1.5  1.6 99.00 99.00 99.00 999 1016.1  18.2 999.0 999.0 99.0 99.00
2016 10 24 10 30 252  1.1  1.2 99.00 99.00 99.00 999 1016.1  18.3 999.0 999.0 99.0 99.00
2016 10 24 10 36 251  1.5  1.9 99.00 99.00 99.00 999 1016.0  18.4 999.0 999.0 99.0 99.00
2016 10 24 10 42 240  1.7  2.0 99.00 99.00 99.00 999 1016.1  18.5 999.0 999.0 99.0 99.00
2016 10 24 10 48 233  2.5  2.8 99.00 99.00 99.00 999 1016.3  18.5 999.0 999.0 99.0 99.00
2016 10 24 10 54 248  2.7  3.0 99.00 99.00 99.00 999 1016.0  18.4 999.0 999.0 99.0 99.00
2016 10 24 11 00 319  2.3  2.4 99.00 99.00 99.00 999 1015.4  18.2 999.0 999.0 99.0 99.00
2016 10 24 11 06 253  2.2  2.5 99.00 99.00 99.00 999 1016.1  18.2 999.0 999.0 99.0 99.00
2016 10 24 11 12 249  1.9  2.1 99.00 99.00 99.00 999 1016.2  18.1 999.0 999.0 99.0 99.00
2016 10 24 11 18 242  2.9  3.1 99.00 99.00 99.00 999 1016.4  18.2 999.0 999.0 99.0 99.00
2016 10 24 11 24 259  3.3  4.0 99.00 99.00 99.00 999 1016.3  18.2 999.0 999.0 99.0 99.00
2016 10 24 11 30 277  3.9 15.1 99.00 99.00 99.00 999 1016.1  18.1 999.0 999.0 99.0 99.00
2016 10 24 11 36 321  1.0  1.2 99.00 99.00 99.00 999 1015.8  18.1 999.0 999.0 99.0 99.00
2016 10 24 11 42 284  1.0  1.3 99.00 99.00 99.00 999 1016.0  18.0 999.0 999.0 99.0 99.00
2016 10 24 11 48   0  0.0  0.0 99.00 99.00 99.00 999 1016.0  18.0 999.0 999.0 99.0 99.00
2016 10 24 11 54 275  0.0  0.0 99.00 99.00 99.00 999 1016.0  17.9 999.0 999.0 99.0 99.00
2016 10 24 12 00 235  1.0  1.1 99.00 99.00 99.00 999 1016.2  18.0 999.0 999.0 99.0 99.00
2016 10 24 12 12 255  4.8  6.0 99.00 99.00 99.00 999 1016.8  18.0 999.0 999.0 99.0 99.00
2016 10 24 12 18 253  3.6  4.4 99.00 99.00 99.00 999 1016.6  18.0 999.0 999.0 99.0 99.00
2016 10 24 12 24 288  2.4  2.7 99.00 99.00 99.00 999 1016.3  17.9 999.0 999.0 99.0 99.00
2016 10 24 12 30 358  2.1  2.3 99.00 99.00 99.00 999 1016.0  17.9 999.0 999.0 99.0 99.00
2016 10 24 12 36  17  2.9  3.1 99.00 99.00 99.00 999 1015.9  17.9 999.0 999.0 99.0 99.00
2016 10 24 12 48 265  0.5  0.6 99.00 99.00 99.00 999 1016.8  17.9 999.0 999.0 99.0 99.00
2016 10 24 12 54 310  1.1  1.2 99.00 99.00 99.00 999 1016.8  17.9 999.0 999.0 99.0 99.00
2016 10 24 13 00 220  0.5  0.7 99.00 99.00 99.00 999 1016.9  18.0 999.0 999.0 99.0 99.00
2016 10 24 13 06 161  0.4  0.7 99.00 99.00 99.00 999 1017.1  18.0 999.0 999.0 99.0 99.00
2016 10 24 13 12 184  0.7  0.8 99.00 99.00 99.00 999 1017.1  18.0 999.0 999.0 99.0 99.00
2016 10 24 13 18 174  2.3  2.4 99.00 99.00 99.00 999 1017.4  17.9 999.0 999.0 99.0 99.00
2016 10 24 13 24 221  2.4  2.6 99.00 99.00 99.00 999 1017.4  17.9 999.0 999.0 99.0 99.00
2016 10 24 13 30 247  2.5  2.8 99.00 99.00 99.00 999 1017.3  17.9 999.0 999.0 99.0 99.00
2016 10 24 13 36 298  2.5  2.8 99.00 99.00 99.00 999 1016.8  17.9 999.0 999.0 99.0 99.00
2016 10 24 13 42 336  2.9  3.0 99.00 99.00 99.00 999 1016.5  17.9 999.0 999.0 99.0 99.00
2016 10 24 13 48 153  1.5  2.0 99.00 99.00 99.00 999 1017.7  17.9 999.0 999.0 99.0 99.00
2016 10 24 13 54 213  2.4  2.4 99.00 99.00 99.00 999 1017.9  17.9 999.0 999.0 99.0 99.00
2016 10 24 14 00 240  2.9  3.3 99.00 99.00 99.00 999 1018.1  17.9 999.0 999.0 99.0 99.00
2016 10 24 14 06 281  2.0  2.8 99.00 99.00 99.00 999 1017.8  17.8 999.0 999.0 99.0 99.00
2016 10 24 14 12 329  1.5  1.9 99.00 99.00 99.00 999 1017.4  17.9 999.0 999.0 99.0 99.00
2016 10 24 14 18 346  0.9  1.1 99.00 99.00 99.00 999 1017.7  17.8 999.0 999.0 99.0 99.00
2016 10 24 14 24  17  0.3  0.3 99.00 99.00 99.00 999 1017.9  17.8 999.0 999.0 99.0 99.00
2016 10 24 14 30 268  0.5  0.6 99.00 99.00 99.00 999 1018.0  17.8 999.0 999.0 99.0 99.00
2016 10 24 14 36 345  0.0  0.2 99.00 99.00 99.00 999 1018.1  17.9 999.0 999.0 99.0 99.00
2016 10 24 14 42  13  0.6  0.7 99.00 99.00 99.00 999 1018.0  17.9 999.0 999.0 99.0 99.00
2016 10 24 14 48  45  0.8  1.0 99.00 99.00 99.00 999 1018.0  18.0 999.0 999.0 99.0 99.00
2016 10 24 14 54  55  0.3  0.6 99.00 99.00 99.00 999 1018.2  18.1 999.0 999.0 99.0 99.00
2016 10 24 15 00 184  0.9  1.1 99.00 99.00 99.00 999 1018.6  18.1 999.0 999.0 99.0 99.00
2016 10 24 15 06 217  0.8  1.0 99.00 99.00 99.00 999 1018.5  17.9 999.0 999.0 99.0 99.00
2016 10 24 15 12   0  0.0  0.0 99.00 99.00 99.00 999 1018.5  17.9 999.0 999.0 99.0 99.00
2016 10 24 15 18 120  0.6  1.3 99.00 99.00 99.00 999 1018.7  17.9 999.0 999.0 99.0 99.00
2016 10 24 15 24  61  1.0  1.5 99.00 99.00 99.00 999 1018.6  18.0 999.0 999.0 99.0 99.00
2016 10 24 15 30  75  2.8  3.1 99.00 99.00 99.00 999 1018.6  18.4 999.0 999.0 99.0 99.00
2016 10 24 15 36  60  3.0  3.2 99.00 99.00 99.00 999 1018.5  18.4 999.0 999.0 99.0 99.00
2016 10 24 15 42  70  3.0  3.1 99.00 99.00 99.00 999 1018.6  18.3 999.0 999.0 99.0 99.00
2016 10 24 15 48  59  2.0  2.2 99.00 99.00 99.00 999 1018.8  18.3 999.0 999.0 99.0 99.00
2016 10 24 15 54  67  1.2  1.4 99.00 99.00 99.00 999 1019.1  18.4 999.0 999.0 99.0 99.00
2016 10 24 16 00  53  0.6  0.8 99.00 99.00 99.00 999 1019.0  18.4 999.0 999.0 99.0 99.00
2016 10 24 16 06 315  0.9  1.0 99.00 99.00 99.00 999 1018.9  18.4 999.0 999.0 99.0 99.00
2016 10 24 16 12 206  0.2  0.4 99.00 99.00 99.00 999 1019.0  18.6 999.0 999.0 99.0 99.00
2016 10 24 16 18 146  1.5  1.5 99.00 99.00 99.00 999 1019.0  18.6 999.0 999.0 99.0 99.00
2016 10 24 16 24 117  1.9  2.0 99.00 99.00 99.00 999 1018.9  18.6 999.0 999.0 99.0 99.00
2016 10 24 16 30  88  1.4  1.5 99.00 99.00 99.00 999 1018.8  18.8 999.0 999.0 99.0 99.00
2016 10 24 16 36  77  2.0  2.2 99.00 99.00 99.00 999 1018.8  18.9 999.0 999.0 99.0 99.00
2016 10 24 16 42  83  1.7  1.9 99.00 99.00 99.00 999 1018.8  18.8 999.0 999.0 99.0 99.00
2016 10 24 16 48  62  0.7  0.9 99.00 99.00 99.00 999 1018.8  19.0 999.0 999.0 99.0 99.00
2016 10 24 16 54 272  0.5  0.7 99.00 99.00 99.00 999 1018.8  19.1 999.0 999.0 99.0 99.00
2016 10 24 17 00  55  1.8  1.9 99.00 99.00 99.00 999 1018.8  19.2 999.0 999.0 99.0 99.00
2016 10 24 17 06  48  0.6  0.7 99.00 99.00 99.00 999 1018.8  19.5 999.0 999.0 99.0 99.00
2016 10 24 17 12  45  0.3  0.3 99.00 99.00 99.00 999 1018.7  20.1 999.0 999.0 99.0 99.00
2016 10 24 17 18 247  0.9  1.7 99.00 99.00 99.00 999 1018.7  20.3 999.0 999.0 99.0 99.00
2016 10 24 17 24 235  2.2  2.7 99.00 99.00 99.00 999 1018.7  19.1 999.0 999.0 99.0 99.00
2016 10 24 17 30 236  2.1  2.5 99.00 99.00 99.00 999 1018.6  19.0 999.0 999.0 99.0 99.00
2016 10 24 17 36 233  1.8  2.4 99.00 99.00 99.00 999 1018.6  19.2 999.0 999.0 99.0 99.00
2016 10 24 17 42 220  2.8  2.9 99.00 99.00 99.00 999 1018.6  18.6 999.0 999.0 99.0 99.00
2016 10 24 17 48 222  3.2  3.5 99.00 99.00 99.00 999 1018.7  18.4 999.0 999.0 99.0 99.00
2016 10 24 17 54 218  3.8  3.9 99.00 99.00 99.00 999 1018.6  18.4 999.0 999.0 99.0 99.00
2016 10 24 18 00 221  3.9  4.4 99.00 99.00 99.00 999 1018.7  18.4 999.0 999.0 99.0 99.00
2016 10 24 18 06 231  3.5  4.3 99.00 99.00 99.00 999 1018.7 999.0 999.0 999.0 99.0 99.00
2016 10 24 18 12 231  3.4  4.4 99.00 99.00 99.00 999 1018.7 999.0 999.0 999.0 99.0 99.00
2016 10 24 18 18 237  2.7  3.5 99.00 99.00 99.00 999 1018.5 999.0 999.0 999.0 99.0 99.00
2016 10 24 18 36 227  3.9  4.6 99.00 99.00 99.00 999 1018.7  18.8 999.0 999.0 99.0 99.00
2016 10 24 18 42 225  4.8  5.3 99.00 99.00 99.00 999 1018.8  18.8 999.0 999.0 99.0 99.00
2016 10 24 18 48 223  4.2  4.5 99.00 99.00 99.00 999 1018.6  18.7 999.0 999.0 99.0 99.00
2016 10 24 18 54 223  4.7  5.2 99.00 99.00 99.00 999 1018.5  18.6 999.0 999.0 99.0 99.00
2016 10 24 19 00 220  4.5  4.8 99.00 99.00 99.00 999 1018.5  18.4 999.0 999.0 99.0 99.00
2016 10 24 19 06 229  4.3  5.2 99.00 99.00 99.00 999 1018.3  18.7 999.0 999.0 99.0 99.00
2016 10 24 19 12 226  4.8  5.1 99.00 99.00 99.00 999 1018.2  18.8 999.0 999.0 99.0 99.00
2016 10 24 19 18 238  4.5  5.3 99.00 99.00 99.00 999 1018.1  19.1 999.0 999.0 99.0 99.00
2016 10 24 19 24 230  4.3  4.9 99.00 99.00 99.00 999 1018.0  18.9 999.0 999.0 99.0 99.00
2016 10 24 19 30 230  4.3  4.9 99.00 99.00 99.00 999 1018.0  18.8 999.0 999.0 99.0 99.00
2016 10 24 19 36 233  3.9  4.6 99.00 99.00 99.00 999 1017.9  19.0 999.0 999.0 99.0 99.00
2016 10 24 19 42 236  3.9  4.9 99.00 99.00 99.00 999 1017.9  19.3 999.0 999.0 99.0 99.00
2016 10 24 19 48 240  4.8  5.9 99.00 99.00 99.00 999 1017.8  19.1 999.0 999.0 99.0 99.00
2016 10 24 19 54 243  4.7  5.5 99.00 99.00 99.00 999 1017.8  19.2 999.0 999.0 99.0 99.00
2016 10 24 20 00 233  3.9  5.0 99.00 99.00 99.00 999 1018.0  19.2 999.0 999.0 99.0 99.00
2016 10 24 20 06 232  4.3  5.2 99.00 99.00 99.00 999 1018.0  18.9 999.0 999.0 99.0 99.00
2016 10 24 20 12 232  3.9  5.1 99.00 99.00 99.00 999 1017.9  18.8 999.0 999.0 99.0 99.00
2016 10 24 20 18 242  4.5  5.4 99.00 99.00 99.00 999 1017.6  18.6 999.0 999.0 99.0 99.00
2016 10 24 20 24 246  3.6  4.2 99.00 99.00 99.00 999 1017.4  18.9 999.0 999.0 99.0 99.00
2016 10 24 20 30 249  3.1  3.6 99.00 99.00 99.00 999 1017.2  19.3 999.0 999.0 99.0 99.00
2016 10 24 20 42 236  3.3  4.1 99.00 99.00 99.00 999 1017.4  19.3 999.0 999.0 99.0 99.00
2016 10 24 20 48 235  4.3  5.4 99.00 99.00 99.00 999 1017.4  18.9 999.0 999.0 99.0 99.00
2016 10 24 20 54 240  4.3  5.0 99.00 99.00 99.00 999 1017.3  18.9 999.0 999.0 99.0 99.00
2016 10 24 21 00 244  4.8  6.1 99.00 99.00 99.00 999 1017.4  19.0 999.0 999.0 99.0 99.00
2016 10 24 21 06 243  5.5  6.2 99.00 99.00 99.00 999 1017.3  19.2 999.0 999.0 99.0 99.00
2016 10 24 21 12 251  5.6  6.6 99.00 99.00 99.00 999 1017.2  19.1 999.0 999.0 99.0 99.00
2016 10 24 21 18 243  5.3  6.4 99.00 99.00 99.00 999 1017.3  19.2 999.0 999.0 99.0 99.00
2016 10 24 21 24 236  4.5  5.6 99.00 99.00 99.00 999 1017.2  19.3 999.0 999.0 99.0 99.00
2016 10 24 21 36 999 99.0 99.0 99.00 99.00 99.00 999 1017.2  18.8 999.0 999.0 99.0 99.00
2016 10 24 21 42 999 99.0 99.0 99.00 99.00 99.00 999 1017.2  18.8 999.0 999.0 99.0 99.00
2016 10 24 21 48 999 99.0 99.0 99.00 99.00 99.00 999 1017.2  19.0 999.0 999.0 99.0 99.00
2016 10 24 21 54 999 99.0 99.0 99.00 99.00 99.00 999 1017.4 999.0 999.0 999.0 99.0 99.00
2016 10 24 22 00 999 99.0 99.0 99.00 99.00 99.00 999 1017.6 999.0 999.0 999.0 99.0 99.00
2016 10 24 22 06 999 99.0 99.0 99.00 99.00 99.00 999 1017.6 999.0 999.0 999.0 99.0 99.00
2016 10 24 22 12 999 99.0 99.0 99.00 99.00 99.00 999 1017.7 999.0 999.0 999.0 99.0 99.00
2016 10 24 22 18 999 99.0 99.0 99.00 99.00 99.00 999 1017.5 999.0 999.0 999.0 99.0 99.00
2016 10 25 01 30 262  3.6  4.1 99.00 99.00 99.00 999 1017.0  18.3 999.0 999.0 99.0 99.00
2016 10 25 01 36 270  3.6  4.0 99.00 99.00 99.00 999 1017.0  18.4 999.0 999.0 99.0 99.00
2016 10 25 01 42 262  2.4  2.8 99.00 99.00 99.00 999 1017.1  18.6 999.0 999.0 99.0 99.00
2016 10 25 01 48 243  2.3  2.5 99.00 99.00 99.00 999 1017.3  18.7 999.0 999.0 99.0 99.00
2016 10 25 01 54 225  1.6  1.9 99.00 99.00 99.00 999 1017.4  18.6 999.0 999.0 99.0 99.00
2016 10 25 02 00 224  1.3  1.5 99.00 99.00 99.00 999 1017.3  18.5 999.0 999.0 99.0 99.00
2016 10 25 02 06 230  1.4  1.6 99.00 99.00 99.00 999 1017.4  18.4 999.0 999.0 99.0 99.00
2016 10 25 02 12 212  1.4  1.6 99.00 99.00 99.00 999 1017.5  18.4 999.0 999.0 99.0 99.00
2016 10 25 02 18 222  1.1  1.4 99.00 99.00 99.00 999 1017.5  18.4 999.0 999.0 99.0 99.00
2016 10 25 02 24 198  1.4  1.5 99.00 99.00 99.00 999 1017.6  18.3 999.0 999.0 99.0 99.00
2016 10 25 02 30 198  2.8  3.0 99.00 99.00 99.00 999 1017.7  18.4 999.0 999.0 99.0 99.00
2016 10 25 02 36 224  3.5  3.9 99.00 99.00 99.00 999 1017.7  18.3 999.0 999.0 99.0 99.00
2016 10 25 02 42 254  2.4  3.1 99.00 99.00 99.00 999 1017.8  18.5 999.0 999.0 99.0 99.00
2016 10 25 02 48 248  2.8  4.0 99.00 99.00 99.00 999 1017.8  18.6 999.0 999.0 99.0 99.00
2016 10 25 02 54 259  3.7  4.3 99.00 99.00 99.00 999 1017.8  18.3 999.0 999.0 99.0 99.00
2016 10 25 03 00 260  3.3  3.5 99.00 99.00 99.00 999 1017.9  18.3 999.0 999.0 99.0 99.00
2016 10 25 03 06 251  3.2  3.6 99.00 99.00 99.00 999 1017.9  18.3 999.0 999.0 99.0 99.00
2016 10 25 03 12 259  3.7  4.5 99.00 99.00 99.00 999 1017.8  18.2 999.0 999.0 99.0 99.00
2016 10 25 03 18 267  3.5  4.1 99.00 99.00 99.00 999 1017.7  18.2 999.0 999.0 99.0 99.00
2016 10 25 03 24 259  3.5  4.4 99.00 99.00 99.00 999 1018.0  18.2 999.0 999.0 99.0 99.00
2016 10 25 03 30 257  4.3  5.1 99.00 99.00 99.00 999 1018.1  18.3 999.0 999.0 99.0 99.00
2016 10 25 03 36 258  4.6  5.8 99.00 99.00 99.00 999 1018.3 999.0 999.0 999.0 99.0 99.00
2016 10 25 03 42 257  5.9  7.1 99.00 99.00 99.00 999 1018.5 999.0 999.0 999.0 99.0 99.00
2016 10 25 03 48 262  6.1  7.2 99.00 99.00 99.00 999 1018.5 999.0 999.0 999.0 99.0 99.00
2016 10 25 03 54 262  3.8  5.4 99.00 99.00 99.00 999 1018.4  18.2 999.0 999.0 99.0 99.00
2016 10 25 04 00 262  5.1  5.6 99.00 99.00 99.00 999 1018.4  18.2 999.0 999.0 99.0 99.00
2016 10 25 04 06 260  4.1  4.6 99.00 99.00 99.00 999 1018.4  18.2 999.0 999.0 99.0 99.00
2016 10 25 04 12 256  4.2  4.7 99.00 99.00 99.00 999 1018.4  18.2 999.0 999.0 99.0 99.00
2016 10 25 04 18 261  3.7  4.3 99.00 99.00 99.00 999 1018.6  18.3 999.0 999.0 99.0 99.00
2016 10 25 04 24 264  3.6  4.2 99.00 99.00 99.00 999 1018.8  18.4 999.0 999.0 99.0 99.00
2016 10 25 04 30 256  3.1  4.1 99.00 99.00 99.00 999 1018.8  18.3 999.0 999.0 99.0 99.00
2016 10 25 04 36 248  3.1  3.8 99.00 99.00 99.00 999 1018.9  18.2 999.0 999.0 99.0 99.00
2016 10 25 04 42 243  2.7  3.0 99.00 99.00 99.00 999 1018.9  18.4 999.0 999.0 99.0 99.00
2016 10 25 04 54 242  3.3  4.7 99.00 99.00 99.00 999 1018.9  18.0 999.0 999.0 99.0 99.00
2016 10 25 05 00 241  3.3  3.7 99.00 99.00 99.00 999 1019.0  17.9 999.0 999.0 99.0 99.00
2016 10 25 05 06 259  2.8  3.8 99.00 99.00 99.00 999 1019.0  17.7 999.0 999.0 99.0 99.00
2016 10 25 05 12 251  2.7  3.0 99.00 99.00 99.00 999 1019.0  17.7 999.0 999.0 99.0 99.00
2016 10 25 05 18 252  2.6  3.1 99.00 99.00 99.00 999 1019.0  17.7 999.0 999.0 99.0 99.00
2016 10 25 05 24 252  2.7  3.0 99.00 99.00 99.00 999 1019.1  17.7 999.0 999.0 99.0 99.00
2016 10 25 05 30 265  2.2  2.4 99.00 99.00 99.00 999 1019.2  17.7 999.0 999.0 99.0 99.00
2016 10 25 05 36 248  1.9  2.1 99.00 99.00 99.00 999 1019.2  17.8 999.0 999.0 99.0 99.00
2016 10 25 05 42 250  2.5  2.8 99.00 99.00 99.00 999 1019.3  17.7 999.0 999.0 99.0 99.00
2016 10 25 05 48 261  3.2  3.4 99.00 99.00 99.00 999 1019.3  17.6 999.0 999.0 99.0 99.00
2016 10 25 05 54 261  2.6  3.0 99.00 99.00 99.00 999 1019.3  17.7 999.0 999.0 99.0 99.00
2016 10 25 06 00 262  2.6  3.0 99.00 99.00 99.00 999 1019.2  17.6 999.0 999.0 99.0 99.00
2016 10 25 06 06 999 99.0 99.0 99.00 99.00 99.00 999 1019.2  17.5 999.0 999.0 99.0 99.00
2016 10 25 06 12 999 99.0 99.0 99.00 99.00 99.00 999 1019.2  17.7 999.0 999.0 99.0 99.00
2016 10 25 06 18 999 99.0 99.0 99.00 99.00 99.00 999 1019.2  17.6 999.0 999.0 99.0 99.00
2016 10 25 06 24 267  3.2  3.6 99.00 99.00 99.00 999 9999.0  17.6 999.0 999.0 99.0 99.00
2016 10 25 06 30 264  2.3  2.4 99.00 99.00 99.00 999 9999.0  17.6 999.0 999.0 99.0 99.00
2016 10 25 06 36 999 99.0 99.0 99.00 99.00 99.00 999 1019.2  17.7 999.0 999.0 99.0 99.00
2016 10 25 06 42 999 99.0 99.0 99.00 99.00 99.00 999 1019.1  17.5 999.0 999.0 99.0 99.00
2016 10 25 06 48 999 99.0 99.0 99.00 99.00 99.00 999 1019.1  17.6 999.0 999.0 99.0 99.00
2016 10 25 06 54 999 99.0 99.0 99.00 99.00 99.00 999 1019.0  17.6 999.0 999.0 99.0 99.00
2016 10 25 07 00 999 99.0 99.0 99.00 99.00 99.00 999 1018.9  17.6 999.0 999.0 99.0 99.00
2016 10 25 07 06  38  1.0  1.2 99.00 99.00 99.00 999 1019.0  17.5 999.0 999.0 99.0 99.00
2016 10 25 07 12  57  2.0  2.1 99.00 99.00 99.00 999 1018.9  17.6 999.0 999.0 99.0 99.00
2016 10 25 07 18  60  2.3  2.5 99.00 99.00 99.00 999 1019.0  17.6 999.0 999.0 99.0 99.00
2016 10 25 07 24  69  1.9  2.1 99.00 99.00 99.00 999 1019.0  17.7 999.0 999.0 99.0 99.00
2016 10 25 07 30  33  2.1  2.2 99.00 99.00 99.00 999 1019.1  17.6 999.0 999.0 99.0 99.00
2016 10 25 07 36  26  1.8  2.3 99.00 99.00 99.00 999 1019.2  17.5 999.0 999.0 99.0 99.00
2016 10 25 07 42  19  0.9  1.1 99.00 99.00 99.00 999 1019.3  17.5 999.0 999.0 99.0 99.00
2016 10 25 07 48 250  0.5  0.8 99.00 99.00 99.00 999 1019.3  17.4 999.0 999.0 99.0 99.00
2016 10 25 07 54 237  2.0  2.4 99.00 99.00 99.00 999 1019.4  17.5 999.0 999.0 99.0 99.00
2016 10 25 08 00 221  1.9  2.5 99.00 99.00 99.00 999 1019.5  17.7 999.0 999.0 99.0 99.00
2016 10 25 08 06 236  1.2  1.5 99.00 99.00 99.00 999 1019.5  17.7 999.0 999.0 99.0 99.00
2016 10 25 08 12 236  2.8  3.4 99.00 99.00 99.00 999 1019.5  17.7 999.0 999.0 99.0 99.00
2016 10 25 08 18 249  2.5  2.7 99.00 99.00 99.00 999 1019.5  17.7 999.0 999.0 99.0 99.00
2016 10 25 08 24 249  2.2  2.5 99.00 99.00 99.00 999 1019.5  17.7 999.0 999.0 99.0 99.00
2016 10 25 08 30 249  2.4  3.3 99.00 99.00 99.00 999 1019.5  17.5 999.0 999.0 99.0 99.00
2016 10 25 08 36 251  1.4  1.8 99.00 99.00 99.00 999 1019.5  17.5 999.0 999.0 99.0 99.00
2016 10 25 08 42 259  2.2  2.4 99.00 99.00 99.00 999 1019.5  17.4 999.0 999.0 99.0 99.00
2016 10 25 08 48 264  1.5  1.6 99.00 99.00 99.00 999 1019.4  17.4 999.0 999.0 99.0 99.00
2016 10 25 08 54 284  1.4  1.5 99.00 99.00 99.00 999 1019.3  17.3 999.0 999.0 99.0 99.00
2016 10 25 09 00 265  1.5  1.7 99.00 99.00 99.00 999 1019.3  17.1 999.0 999.0 99.0 99.00
2016 10 25 09 06 271  2.0  2.1 99.00 99.00 99.00 999 1019.3  17.0 999.0 999.0 99.0 99.00
2016 10 25 09 12 274  2.3  2.6 99.00 99.00 99.00 999 1019.3  16.8 999.0 999.0 99.0 99.00
2016 10 25 09 18 267  2.0  2.2 99.00 99.00 99.00 999 1019.3  16.9 999.0 999.0 99.0 99.00
2016 10 25 09 24 267  2.4  2.5 99.00 99.00 99.00 999 1019.3  17.2 999.0 999.0 99.0 99.00
2016 10 25 09 30 264  1.8  2.1 99.00 99.00 99.00 999 1019.2  17.3 999.0 999.0 99.0 99.00
2016 10 25 09 36 263  1.3  1.5 99.00 99.00 99.00 999 1019.2  17.5 999.0 999.0 99.0 99.00
2016 10 25 09 42 253  1.4  1.6 99.00 99.00 99.00 999 1019.2  17.4 999.0 999.0 99.0 99.00
2016 10 25 09 48 242  1.8  1.9 99.00 99.00 99.00 999 1019.1  17.3 999.0 999.0 99.0 99.00
2016 10 25 09 54 223  1.8  2.2 99.00 99.00 99.00 999 1019.1  17.5 999.0 999.0 99.0 99.00
2016 10 25 10 00 250  1.4  1.5 99.00 99.00 99.00 999 1019.0  17.6 999.0 999.0 99.0 99.00
2016 10 25 10 06 252  2.0  2.3 99.00 99.00 99.00 999 1019.1  17.6 999.0 999.0 99.0 99.00
2016 10 25 10 12 250  2.1  2.4 99.00 99.00 99.00 999 1019.0  17.5 999.0 999.0 99.0 99.00
2016 10 25 10 18 243  1.4  1.7 99.00 99.00 99.00 999 1019.0  17.4 999.0 999.0 99.0 99.00
2016 10 25 10 24 241  0.6  0.7 99.00 99.00 99.00 999 1018.9  17.4 999.0 999.0 99.0 99.00
2016 10 25 10 30 246  1.5  1.7 99.00 99.00 99.00 999 1018.9  17.3 999.0 999.0 99.0 99.00
2016 10 25 10 36 225  2.0  2.4 99.00 99.00 99.00 999 1018.9  17.3 999.0 999.0 99.0 99.00
2016 10 25 10 42 224  1.6  1.8 99.00 99.00 99.00 999 1018.9  17.4 999.0 999.0 99.0 99.00
2016 10 25 10 48 264  1.3  1.4 99.00 99.00 99.00 999 1018.8  17.0 999.0 999.0 99.0 99.00
2016 10 25 10 54 267  0.6  0.6 99.00 99.00 99.00 999 1018.8  17.0 999.0 999.0 99.0 99.00
2016 10 25 11 00 309  0.5  0.6 99.00 99.00 99.00 999 1018.8  17.1 999.0 999.0 99.0 99.00
2016 10 25 11 06 347  0.4  0.5 99.00 99.00 99.00 999 1018.8  16.9 999.0 999.0 99.0 99.00
2016 10 25 11 12 257  0.6  0.9 99.00 99.00 99.00 999 1018.8  16.7 999.0 999.0 99.0 99.00
2016 10 25 11 18 284  0.6  0.8 99.00 99.00 99.00 999 1018.7  17.0 999.0 999.0 99.0 99.00
2016 10 25 11 24 268  1.7  1.8 99.00 99.00 99.00 999 9999.0  16.7 999.0 999.0 99.0 99.00
2016 10 25 14 12  66  1.6  1.8 99.00 99.00 99.00 999 1019.1  16.6 999.0 999.0 99.0 99.00
2016 10 25 14 18  65  1.6  1.8 99.00 99.00 99.00 999 1019.2  16.6 999.0 999.0 99.0 99.00
2016 10 25 14 24  66  1.7  1.8 99.00 99.00 99.00 999 1019.2  16.6 999.0 999.0 99.0 99.00
2016 10 25 14 30  60  1.0  1.1 99.00 99.00 99.00 999 1019.3  16.6 999.0 999.0 99.0 99.00
2016 10 25 15 24   0  0.0  0.0 99.00 99.00 99.00 999 9999.0  18.3 999.0 999.0 99.0 99.00
2016 10 25 17 00 109  1.6  1.7 99.00 99.00 99.00 999 1020.3  19.0 999.0 999.0 99.0 99.00
2016 10 25 17 06 139  1.4  1.6 99.00 99.00 99.00 999 1020.4  19.4 999.0 999.0 99.0 99.00
2016 10 25 17 12 145  1.6  1.8 99.00 99.00 99.00 999 1020.5  18.6 999.0 999.0 99.0 99.00
2016 10 25 17 18 173  1.4  1.6 99.00 99.00 99.00 999 1020.5  19.4 999.0 999.0 99.0 99.00
2016 10 25 17 24 185  1.3  1.5 99.00 99.00 99.00 999 9999.0  20.1 999.0 999.0 99.0 99.00
2016 10 25 17 30 194  1.7  1.8 99.00 99.00 99.00 999 1020.4  20.6 999.0 999.0 99.0 99.00
2016 10 25 17 36 218  1.7  1.9 99.00 99.00 99.00 999 1020.4  18.8 999.0 999.0 99.0 99.00
2016 10 25 17 42 210  1.5  1.7 99.00 99.00 99.00 999 1020.4  18.7 999.0 999.0 99.0 99.00
